gr,recn,yearStart,yearEnd
SX77Z,3,2013,2017
TL28G,1,2014,2014
SX77U,3,2013,2017
SJ43Y,7,2012,2012
SK19B,5,2018,2018
SU62K,5,2021,2021
SK09V,3,2018,2018
SS43M,1,2019,2019
SK09W,5,2014,2018
TF49R,3,2017,2022
SU98M,1,2017,2017
SD17R,5,2020,2020
SJ43S,1,2021,2021
SU94A,1,2015,2015
TL28H,1,2019,2019
TF62U,1,2018,2018
