gr,recn,yearStart,yearEnd
SX78Q,4,2010,2021
SX77U,35,2010,2021
SX77Z,13,2010,2021
SW71J,8,2013,2022
SU62K,1,2016,2016
SU40K,7,2011,2019
SU96S,29,2012,2021
SU40L,6,2011,2019
SU96T,7,2012,2021
SW61W,9,2013,2022
SW72F,5,2017,2022
SW71E,3,2013,2022
SU96X,4,2012,2021
SW61X,6,2013,2022
SW71N,2,2013,2022
SW61Z,1,2017,2017
