gr,recn,yearStart,yearEnd
TG31I,5,2010,2014
SD21V,5,2016,2021
TQ49C,2,2018,2022
SO47G,3,2017,2021
SD20Z,4,2012,2021
SU62K,6,2012,2021
SK17R,1,2021,2021
SO47M,2,2017,2021
NY25Y,1,2021,2021
SO47L,1,2021,2021
NY25T,2,2017,2021
SX77U,1,2021,2021
TQ50K,1,2014,2014
SD86Y,1,2018,2018
