gr,recn,yearStart,yearEnd
TL66P,8,2013,2018
NU04W,13,2012,2017
SD21V,1,2012,2012
SX77U,4,2010,2021
SS43R,1,2015,2015
SS43M,4,2015,2019
TG31I,3,2010,2019
SO39U,3,2010,2018
SW71J,3,2013,2022
SU40K,1,2015,2015
SD77N,1,2022,2022
