gr,recn,yearStart,yearEnd
SO47G,2,2012,2021
SO77N,1,2014,2014
SO47M,1,2021,2021
SD86Y,6,2013,2022
SD77T,2,2010,2010
SD86Z,5,2013,2022
SK17S,6,2012,2021
SD96D,8,2013,2022
SJ81L,1,2022,2022
SK17G,1,2016,2016
