gr,recn,yearStart,yearEnd
SX77Z,1,2010,2010
SU40A,3,2011,2019
SU40K,1,2019,2019
SX77U,2,2010,2013
SO47G,3,2017,2021
TG31I,1,2010,2010
SD21V,1,2016,2016
SD77T,2,2010,2014
SO47M,2,2021,2021
NY25T,1,2021,2021
SO77N,1,2020,2020
