gr,recn,yearStart,yearEnd
SD21V,50,2012,2021
TF48Y,12,2013,2022
SD17R,26,2015,2020
NU04W,7,2012,2017
SS43L,7,2015,2019
SS43N,6,2015,2019
SS43M,18,2015,2019
SD17W,3,2015,2020
NU14G,9,2012,2017
TF48Z,11,2013,2022
SS43R,6,2015,2019
TF49R,8,2013,2022
SD17Q,6,2015,2020
NU14B,3,2012,2017
TF49Q,1,2022,2022
SD20Z,1,2012,2012
