gr,recn,yearStart,yearEnd
SD21V,16,2012,2021
TQ49C,1,2018,2018
SD17R,9,2015,2020
SU40K,4,2015,2019
SW61S,1,2022,2022
SU96T,2,2021,2021
NU14G,2,2012,2017
SS43M,1,2019,2019
SD17W,1,2020,2020
SU98M,1,2017,2017
TF49R,1,2022,2022
SO39U,1,2014,2014
SW61W,1,2017,2017
TF48Y,2,2022,2022
SD17Q,1,2020,2020
SJ30Q,1,2014,2014
