gr,recn,yearStart,yearEnd
SU6420,2,2012,2012
TL1979,9,2012,2022
TL2080,4,2012,2022
TL1980,3,2012,2017
SO4373,1,2017,2017
SO4474,1,2021,2021
SO4574,1,2021,2021
TL2079,1,2022,2022
