gr,recn,yearStart,yearEnd
SO4373,2,2012,2021
SO7577,1,2014,2014
SO4474,1,2021,2021
SD8967,3,2013,2022
SD7776,2,2010,2010
SD8968,5,2013,2022
SK1774,6,2012,2021
SD9066,8,2013,2022
SD8867,3,2013,2022
SJ8413,1,2022,2022
SK1373,1,2016,2016
