gr,recn,yearStart,yearEnd
SJ4835,38,2012,2021
SJ4735,29,2012,2021
SD8866,3,2013,2022
SD3480,4,2015,2018
SD3382,35,2015,2018
SD3482,16,2015,2018
SJ4836,23,2012,2021
SD3481,19,2015,2018
SE8795,8,2015,2019
SJ4734,9,2012,2021
SD7776,1,2022,2022
SE8796,3,2015,2019
SJ4937,3,2012,2021
SD7972,1,2014,2014
