gr,recn,yearStart,yearEnd
SD7577,5,2010,2022
SO7577,1,2014,2014
TL6469,12,2013,2018
SU4601,1,2019,2019
SD8867,6,2013,2022
SU4501,1,2019,2019
SK1373,3,2012,2021
TF4791,5,2013,2022
TG3416,3,2010,2019
NY2757,1,2021,2021
SD8966,1,2022,2022
SS4435,1,2015,2015
SS4436,1,2019,2019
TL6569,3,2013,2018
SO4474,3,2017,2021
SD1773,4,2015,2020
SO4373,2,2021,2021
TG3317,1,2019,2019
SS4534,1,2019,2019
TG3316,2,2010,2019
SO4574,1,2021,2021
