gr,recn,yearStart,yearEnd
SD8966,4,2013,2022
SD7777,3,2010,2018
SD7477,1,2022,2022
SE7036,2,2013,2020
SD9066,2,2013,2018
TL2385,2,2014,2019
SW6715,1,2017,2017
SE6939,2,2020,2020
SE6940,2,2020,2020
SE6937,2,2020,2020
