gr,recn,yearStart,yearEnd
TQ4096,1,2018,2018
SE6937,11,2013,2020
SE6945,3,2020,2020
SW6715,3,2013,2022
TG4017,4,2013,2018
SE6941,7,2013,2020
SE6939,3,2020,2020
SE6940,4,2013,2020
SE6936,4,2013,2020
TG3917,1,2013,2013
SE7042,1,2020,2020
TL2088,1,2019,2019
SE7036,2,2018,2018
