gr,recn,yearStart,yearEnd
TG3316,38,2010,2019
SX7878,5,2010,2021
TG3416,7,2010,2019
SU4101,2,2011,2015
SU4601,1,2019,2019
TG3317,2,2010,2010
SS4536,1,2015,2015
