gr,recn,yearStart,yearEnd
SW6716,2,2017,2022
SW6813,4,2013,2022
SD1772,9,2015,2020
SW6715,3,2013,2022
TF4692,4,2013,2022
SW6713,5,2013,2022
SW7716,2,2022,2022
SW6912,6,2013,2022
SW6614,1,2022,2022
SW6617,3,2017,2022
SD1773,2,2015,2020
TF4792,1,2017,2017
NU1243,1,2017,2017
TF4791,2,2017,2022
TF4988,1,2017,2017
SW6615,1,2013,2013
