gr,recn,yearStart,yearEnd
TL6469,6,2013,2018
NU0943,13,2012,2017
SD2911,1,2012,2012
SX7779,4,2010,2021
SS4632,1,2015,2015
SS4534,3,2015,2019
TL6569,2,2013,2018
TG3316,3,2010,2019
SO3798,3,2010,2018
SW7218,3,2013,2022
SS4535,1,2015,2015
SU4501,1,2015,2015
SD7577,1,2022,2022
