gr,recn,yearStart,yearEnd
SW6713,5,2013,2022
NU1243,1,2017,2017
SW6919,1,2022,2022
SW6614,1,2022,2022
SW6912,5,2013,2022
SW6716,1,2022,2022
SW7716,3,2017,2022
SW6715,3,2013,2022
SW6813,2,2017,2022
NU0943,1,2012,2012
SW6814,3,2013,2022
SW6615,3,2013,2022
SW6617,2,2017,2022
SD1672,1,2015,2015
NU1043,1,2012,2012
