gr,recn,yearStart,yearEnd
SD8968,1,2022,2022
SD7973,7,2010,2022
SD8967,2,2013,2022
SD7577,3,2010,2022
SD7971,2,2014,2022
SK1177,1,2021,2021
SD7873,1,2010,2010
SK0690,1,2021,2021
