gr,recn,yearStart,yearEnd
SX78,2,2010,2013
SX77,5,2010,2017
SD77,13,2014,2022
SD86,1,2022,2022
SW61,7,2013,2017
SU93,2,2015,2019
SE89,2,2015,2019
SO77,2,2020,2020
SO39,4,2014,2018
SU96,1,2021,2021
NY63,3,2015,2015
