gr,recn,yearStart,yearEnd
TL28,10,2012,2022
SO47,25,2012,2021
SX77,2,2017,2021
TQ49,2,2013,2022
TL17,18,2012,2022
TL18,19,2012,2022
TL27,5,2017,2022
SO77,1,2020,2020
SK19,1,2018,2018
TL66,3,2018,2018
SK17,2,2016,2021
SU98,1,2021,2021
SD77,1,2022,2022
