gr,recn,yearStart,yearEnd
TQ49,1,2018,2018
SE63,18,2013,2020
SE64,14,2013,2020
SW61,3,2013,2022
TG41,4,2013,2018
TG31,1,2013,2013
SE74,1,2020,2020
TL28,1,2019,2019
SE73,2,2018,2018
