gr,recn,yearStart,yearEnd
SD21,17,2012,2021
SU02,4,2010,2019
SU62,8,2012,2021
SU01,16,2010,2019
SS43,26,2015,2019
TF48,8,2017,2022
TF49,2,2022,2022
SK17,2,2021,2021
SD17,2,2015,2015
