gr,recn,yearStart,yearEnd
SU02,35,2010,2019
SU01,51,2010,2019
SX77,1,2013,2013
SK17,29,2012,2021
NY25,13,2012,2021
SD17,19,2015,2020
TF49,23,2013,2022
SU62,77,2012,2021
TL28,15,2014,2019
TF48,17,2013,2022
TQ50,18,2014,2018
NU14,29,2012,2017
SD21,37,2012,2021
TG31,2,2018,2018
SS43,15,2015,2019
SJ81,13,2014,2022
TG41,7,2018,2018
NU04,9,2012,2017
SD20,5,2012,2021
SD77,5,2018,2022
TL18,1,2017,2017
TL66,3,2013,2018
SD31,1,2012,2012
